Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20100416:0500,12.4,10,,,,
36645,20100416:0600,12.2,10,,,,
36645,20100416:0700,12.1,10,,,,
36645,20100416:0800,11.9,10,,,,
36645,20100416:0900,11.7,10,,,,
36645,20100416:1000,11.4,10,,,,
36645,20100416:1100,11.3,10,,,,
36645,20100416:1200,11.3,10,,,,
36645,20100416:1300,11.5,10,,,,
36645,20100416:1400,11.8,10,,,,
36645,20100416:1500,12.2,10,,,,
36645,20100416:1600,12.6,10,,,,
36645,20100416:1700,12.9,10,,,,
36645,20100416:1800,13.1,10,,,,
36645,20100416:1900,13.2,10,,,,
36645,20100416:2000,13.2,10,,,,
36645,20100416:2100,13,10,,,,
36645,20100416:2200,12.7,10,,,,
36645,20100416:2300,12.5,10,,,,
36645,20100417:0000,12.2,10,,,,
36645,20100417:0100,12,10,,,,
36645,20100417:0200,11.8,10,,,,
36645,20100417:0300,11.7,10,,,,
36645,20100417:0400,11.5,10,,,,
36645,20100417:0500,11.4,10,,,,
36645,20100417:0600,11.3,10,,,,
36645,20100417:0700,11.2,10,,,,
36645,20100417:0800,11.2,10,,,,
36645,20100417:0900,11.1,10,,,,
36645,20100417:1000,11.1,10,,,,
36645,20100417:1100,11.1,10,,,,
36645,20100417:1200,11.2,10,,,,
36645,20100417:1300,11.3,10,,,,
36645,20100417:1400,11.5,10,,,,
36645,20100417:1500,11.7,10,,,,
36645,20100417:1600,12,10,,,,
36645,20100417:1700,12.4,10,,,,
36645,20100417:1800,12.8,10,,,,
36645,20100417:1900,13,10,,,,
36645,20100417:2000,13,10,,,,
36645,20100417:2100,12.9,10,,,,
36645,20100417:2200,12.8,10,,,,
36645,20100417:2300,12.7,10,,,,
36645,20100418:0000,12.6,10,,,,
36645,20100418:0100,12.6,10,,,,
36645,20100418:0200,12.4,10,,,,
36645,20100418:0300,12.2,10,,,,
36645,20100418:0400,11.9,10,,,,
36645,20100418:0500,11.7,10,,,,
36645,20100418:0600,11.4,10,,,,
36645,20100418:0700,11.2,10,,,,
36645,20100418:0800,10.9,10,,,,
36645,20100418:0900,10.7,10,,,,
36645,20100418:1000,10.5,10,,,,
36645,20100418:1100,10.3,10,,,,
36645,20100418:1200,10.4,10,,,,
36645,20100418:1300,10.6,10,,,,
36645,20100418:1400,11,10,,,,
36645,20100418:1500,11.6,10,,,,
36645,20100418:1600,12.1,10,,,,
36645,20100418:1700,12.6,10,,,,
36645,20100418:1800,12.9,10,,,,
36645,20100418:1900,13.1,10,,,,
36645,20100418:2000,13.2,10,,,,
36645,20100418:2100,13,10,,,,
36645,20100418:2200,12.9,10,,,,
36645,20100418:2300,12.8,10,,,,
36645,20100419:0000,12.6,10,,,,
36645,20100419:0100,12.5,10,,,,
36645,20100419:0200,12.4,10,,,,
36645,20100419:0300,12.3,10,,,,
36645,20100419:0400,12.2,10,,,,
36645,20100419:0500,12.2,10,,,,
36645,20100419:0600,12.1,10,,,,
36645,20100419:0700,12,10,,,,
36645,20100419:0800,11.9,10,,,,
36645,20100419:0900,11.7,10,,,,
36645,20100419:1000,11.6,10,,,,
36645,20100419:1100,11.6,10,,,,
36645,20100419:1200,11.7,10,,,,
36645,20100419:1300,12,10,,,,
36645,20100419:1400,12.3,10,,,,
36645,20100419:1500,12.7,10,,,,
36645,20100419:1600,13,10,,,,
36645,20100419:1700,13.3,10,,,,
36645,20100419:1800,13.4,10,,,,
36645,20100419:1900,13.5,10,,,,
36645,20100419:2000,13.4,10,,,,
36645,20100419:2100,13.4,10,,,,
36645,20100419:2200,13.3,10,,,,
36645,20100419:2300,13.2,10,,,,
36645,20100420:0000,13,10,,,,
36645,20100420:0100,12.9,10,,,,
36645,20100420:0200,12.7,10,,,,
36645,20100420:0300,12.4,10,,,,
36645,20100420:0400,12.2,10,,,,
36645,20100420:0500,12,10,,,,
36645,20100420:0600,11.8,10,,,,
36645,20100420:0700,11.6,10,,,,
36645,20100420:0800,11.5,10,,,,
36645,20100420:0900,11.3,10,,,,
36645,20100420:1000,11.2,10,,,,
36645,20100420:1100,11.1,10,,,,
36645,20100420:1200,11.2,10,,,,
36645,20100420:1300,11.5,10,,,,
36645,20100420:1400,12,10,,,,
36645,20100420:1500,12.4,10,,,,
36645,20100420:1600,12.9,10,,,,
36645,20100420:1700,13.4,10,,,,
36645,20100420:1800,13.6,10,,,,
36645,20100420:1900,13.8,10,,,,
36645,20100420:2000,13.8,10,,,,
36645,20100420:2100,13.6,10,,,,
36645,20100420:2200,13.3,10,,,,
36645,20100420:2300,13.1,10,,,,
36645,20100421:0000,12.8,10,,,,
36645,20100421:0100,12.6,10,,,,
36645,20100421:0200,12.4,10,,,,
36645,20100421:0300,12.2,10,,,,
36645,20100421:0400,12,10,,,,
36645,20100421:0500,11.8,10,,,,
36645,20100421:0600,11.6,10,,,,
36645,20100421:0700,11.5,10,,,,
36645,20100421:0800,11.3,10,,,,
36645,20100421:0900,11.2,10,,,,
36645,20100421:1000,11,10,,,,
36645,20100421:1100,11,10,,,,
36645,20100421:1200,11.1,10,,,,
36645,20100421:1300,11.4,10,,,,
36645,20100421:1400,11.8,10,,,,
36645,20100421:1500,12.2,10,,,,
36645,20100421:1600,12.8,10,,,,
36645,20100421:1700,13.2,10,,,,
36645,20100421:1800,13.5,10,,,,
36645,20100421:1900,13.7,10,,,,
36645,20100421:2000,13.7,10,,,,
36645,20100421:2100,13.6,10,,,,
36645,20100421:2200,13.3,10,,,,
36645,20100421:2300,13.1,10,,,,
36645,20100422:0000,12.8,10,,,,
36645,20100422:0100,12.6,10,,,,
36645,20100422:0200,12.4,10,,,,
36645,20100422:0300,12.2,10,,,,
36645,20100422:0400,12.1,10,,,,
36645,20100422:0500,12,10,,,,
36645,20100422:0600,11.8,10,,,,
36645,20100422:0700,11.7,10,,,,
36645,20100422:0800,11.5,10,,,,
36645,20100422:0900,11.4,10,,,,
36645,20100422:1000,11.3,10,,,,
36645,20100422:1100,11.2,10,,,,
36645,20100422:1200,11.3,10,,,,
36645,20100422:1300,11.6,10,,,,
36645,20100422:1400,11.9,10,,,,
36645,20100422:1500,12.3,10,,,,
36645,20100422:1600,12.8,10,,,,
36645,20100422:1700,13.2,10,,,,
36645,20100422:1800,13.5,10,,,,
36645,20100422:1900,13.7,10,,,,
36645,20100422:2000,13.7,10,,,,
36645,20100422:2100,13.6,10,,,,
36645,20100422:2200,13.5,10,,,,
36645,20100422:2300,13.2,10,,,,
36645,20100423:0000,13,10,,,,
36645,20100423:0100,12.7,10,,,,
36645,20100423:0200,12.5,10,,,,
36645,20100423:0300,12.2,10,,,,
36645,20100423:0400,12,10,,,,
36645,20100423:0500,11.8,10,,,,
36645,20100423:0600,11.6,10,,,,
36645,20100423:0700,11.6,10,,,,
36645,20100423:0800,11.5,10,,,,
36645,20100423:0900,11.6,10,,,,
36645,20100423:1000,11.6,10,,,,
36645,20100423:1100,11.7,10,,,,
36645,20100423:1200,11.9,10,,,,
36645,20100423:1300,12.2,10,,,,
36645,20100423:1400,12.5,10,,,,
36645,20100423:1500,12.9,10,,,,
36645,20100423:1600,13.2,10,,,,
36645,20100423:1700,13.5,10,,,,
36645,20100423:1800,13.6,10,,,,
36645,20100423:1900,13.6,10,,,,
36645,20100423:2000,13.6,10,,,,
36645,20100423:2100,13.5,10,,,,
36645,20100423:2200,13.4,10,,,,
36645,20100423:2300,13.2,10,,,,
36645,20100424:0000,13,10,,,,
36645,20100424:0100,12.7,10,,,,
36645,20100424:0200,12.5,10,,,,
36645,20100424:0300,12.3,10,,,,
36645,20100424:0400,12.1,10,,,,
36645,20100424:0500,12,10,,,,
36645,20100424:0600,11.9,10,,,,
36645,20100424:0700,11.8,10,,,,
36645,20100424:0800,11.7,10,,,,
36645,20100424:0900,11.6,10,,,,
36645,20100424:1000,11.6,10,,,,
36645,20100424:1100,11.6,10,,,,
36645,20100424:1200,11.6,10,,,,
36645,20100424:1300,11.7,10,,,,
36645,20100424:1400,11.7,10,,,,
36645,20100424:1500,11.8,10,,,,
36645,20100424:1600,11.8,10,,,,
36645,20100424:1700,11.9,10,,,,
36645,20100424:1800,11.9,10,,,,
36645,20100424:1900,11.9,10,,,,
36645,20100424:2000,11.9,10,,,,
36645,20100424:2100,11.8,10,,,,
36645,20100424:2200,11.8,10,,,,
36645,20100424:2300,11.7,10,,,,
36645,20100425:0000,11.7,10,,,,
36645,20100425:0100,11.6,10,,,,
36645,20100425:0200,11.6,10,,,,
36645,20100425:0300,11.5,10,,,,
36645,20100425:0400,11.5,10,,,,
36645,20100425:0500,11.5,10,,,,
36645,20100425:0600,11.4,10,,,,
36645,20100425:0700,11.4,10,,,,
36645,20100425:0800,11.4,10,,,,
36645,20100425:0900,11.5,10,,,,
36645,20100425:1000,11.5,10,,,,
36645,20100425:1100,11.6,10,,,,
36645,20100425:1200,11.8,10,,,,
36645,20100425:1300,11.9,10,,,,
36645,20100425:1400,12.1,10,,,,
36645,20100425:1500,12.4,10,,,,
36645,20100425:1600,12.6,10,,,,
36645,20100425:1700,12.9,10,,,,
36645,20100425:1800,13.1,10,,,,
36645,20100425:1900,13.2,10,,,,
36645,20100425:2000,13.2,10,,,,
36645,20100425:2100,13.2,10,,,,
36645,20100425:2200,13.1,10,,,,
36645,20100425:2300,13.1,10,,,,
36645,20100426:0000,13,10,,,,
36645,20100426:0100,12.9,10,,,,
36645,20100426:0200,12.9,10,,,,
36645,20100426:0300,12.8,10,,,,
36645,20100426:0400,12.8,10,,,,
36645,20100426:0500,12.8,10,,,,
36645,20100426:0600,12.7,10,,,,
36645,20100426:0700,12.6,10,,,,
36645,20100426:0800,12.5,10,,,,
36645,20100426:0900,12.4,10,,,,
36645,20100426:1000,12.4,10,,,,
36645,20100426:1100,12.4,10,,,,
36645,20100426:1200,12.4,10,,,,
36645,20100426:1300,12.5,10,,,,
36645,20100426:1400,12.6,10,,,,
36645,20100426:1500,12.7,10,,,,
36645,20100426:1600,12.8,10,,,,
36645,20100426:1700,12.8,10,,,,
36645,20100426:1800,12.9,10,,,,
36645,20100426:1900,12.9,10,,,,
36645,20100426:2000,12.9,10,,,,
36645,20100426:2100,12.8,10,,,,
36645,20100426:2200,12.8,10,,,,
36645,20100426:2300,12.7,10,,,,
36645,20100427:0000,12.6,10,,,,
36645,20100427:0100,12.5,10,,,,
36645,20100427:0200,12.4,10,,,,
36645,20100427:0300,12.2,10,,,,
36645,20100427:0400,12.1,10,,,,
36645,20100427:0500,12,10,,,,
36645,20100427:0600,12,10,,,,
36645,20100427:0700,11.9,10,,,,
36645,20100427:0800,11.9,10,,,,
36645,20100427:0900,11.8,10,,,,
36645,20100427:1000,11.8,10,,,,
36645,20100427:1100,11.8,10,,,,
36645,20100427:1200,11.9,10,,,,
36645,20100427:1300,12,10,,,,
36645,20100427:1400,12.2,10,,,,
36645,20100427:1500,12.4,10,,,,
36645,20100427:1600,12.8,10,,,,
36645,20100427:1700,13.1,10,,,,
36645,20100427:1800,13.3,10,,,,
36645,20100427:1900,13.4,10,,,,
36645,20100427:2000,13.4,10,,,,
36645,20100427:2100,13.3,10,,,,
36645,20100427:2200,13.2,10,,,,
36645,20100427:2300,13,10,,,,
36645,20100428:0000,12.8,10,,,,
36645,20100428:0100,12.6,10,,,,
36645,20100428:0200,12.5,10,,,,
36645,20100428:0300,12.3,10,,,,
36645,20100428:0400,12.2,10,,,,
36645,20100428:0500,12.1,10,,,,
36645,20100428:0600,12,10,,,,
36645,20100428:0700,11.8,10,,,,
36645,20100428:0800,11.7,10,,,,
36645,20100428:0900,11.6,10,,,,
36645,20100428:1000,11.5,10,,,,
36645,20100428:1100,11.5,10,,,,
36645,20100428:1200,11.5,10,,,,
36645,20100428:1300,11.5,10,,,,
36645,20100428:1400,11.7,10,,,,
36645,20100428:1500,11.9,10,,,,
36645,20100428:1600,12.1,10,,,,
36645,20100428:1700,12.4,10,,,,
36645,20100428:1800,12.6,10,,,,
36645,20100428:1900,12.6,10,,,,
36645,20100428:2000,12.6,10,,,,
36645,20100428:2100,12.5,10,,,,
36645,20100428:2200,12.4,10,,,,
36645,20100428:2300,12.2,10,,,,
36645,20100429:0000,12.1,10,,,,
36645,20100429:0100,12,10,,,,
36645,20100429:0200,11.9,10,,,,
36645,20100429:0300,11.8,10,,,,
36645,20100429:0400,11.7,10,,,,
36645,20100429:0500,11.7,10,,,,
36645,20100429:0600,11.6,10,,,,
36645,20100429:0700,11.6,10,,,,
36645,20100429:0800,11.6,10,,,,
36645,20100429:0900,11.5,10,,,,
36645,20100429:1000,11.5,10,,,,
36645,20100429:1100,11.5,10,,,,
36645,20100429:1200,11.6,10,,,,
36645,20100429:1300,11.7,10,,,,
36645,20100429:1400,11.9,10,,,,
36645,20100429:1500,12.1,10,,,,
36645,20100429:1600,12.3,10,,,,
36645,20100429:1700,12.4,10,,,,
36645,20100429:1800,12.5,10,,,,
36645,20100429:1900,12.5,10,,,,
36645,20100429:2000,12.5,10,,,,
36645,20100429:2100,12.4,10,,,,
36645,20100429:2200,12.4,10,,,,
36645,20100429:2300,12.3,10,,,,
36645,20100430:0000,12.2,10,,,,
36645,20100430:0100,12.2,10,,,,
36645,20100430:0200,12.1,10,,,,
36645,20100430:0300,12.1,10,,,,
36645,20100430:0400,12,10,,,,
36645,20100430:0500,12,10,,,,
36645,20100430:0600,11.9,10,,,,
36645,20100430:0700,11.9,10,,,,
36645,20100430:0800,11.8,10,,,,
36645,20100430:0900,11.7,10,,,,
36645,20100430:1000,11.6,10,,,,
36645,20100430:1100,11.6,10,,,,
36645,20100430:1200,11.6,10,,,,
36645,20100430:1300,11.6,10,,,,
36645,20100430:1400,11.9,10,,,,
36645,20100430:1500,12.3,10,,,,
36645,20100430:1600,12.6,10,,,,
36645,20100430:1700,12.9,10,,,,
36645,20100430:1800,13.1,10,,,,
36645,20100430:1900,13.2,10,,,,
36645,20100430:2000,13.1,10,,,,
36645,20100430:2100,12.9,10,,,,
36645,20100430:2200,12.7,10,,,,
36645,20100430:2300,12.4,10,,,,
36645,20100501:0000,12.3,10,,,,
36645,20100501:0100,12.2,10,,,,
36645,20100501:0200,12.1,10,,,,
36645,20100501:0300,12,10,,,,
36645,20100501:0400,11.9,10,,,,
36645,20100501:0500,11.8,10,,,,
36645,20100501:0600,11.7,10,,,,
36645,20100501:0700,11.5,10,,,,
36645,20100501:0800,11.2,10,,,,
36645,20100501:0900,11,10,,,,
36645,20100501:1000,10.8,10,,,,
36645,20100501:1100,10.6,10,,,,
36645,20100501:1200,10.6,10,,,,
36645,20100501:1300,10.6,10,,,,
36645,20100501:1400,10.9,10,,,,
36645,20100501:1500,11.2,10,,,,
36645,20100501:1600,11.4,10,,,,
36645,20100501:1700,11.6,10,,,,
36645,20100501:1800,11.8,10,,,,
36645,20100501:1900,11.8,10,,,,
36645,20100501:2000,11.7,10,,,,
36645,20100501:2100,11.7,10,,,,
36645,20100501:2200,11.6,10,,,,
36645,20100501:2300,11.6,10,,,,
36645,20100502:0000,11.5,10,,,,
36645,20100502:0100,11.4,10,,,,
36645,20100502:0200,11.3,10,,,,
36645,20100502:0300,11.2,10,,,,
36645,20100502:0400,11.1,10,,,,
36645,20100502:0500,11,10,,,,
36645,20100502:0600,11,10,,,,
36645,20100502:0700,10.9,10,,,,
36645,20100502:0800,10.8,10,,,,
36645,20100502:0900,10.7,10,,,,
36645,20100502:1000,10.6,10,,,,
36645,20100502:1100,10.6,10,,,,
36645,20100502:1200,10.7,10,,,,
36645,20100502:1300,10.8,10,,,,
36645,20100502:1400,11.1,10,,,,
36645,20100502:1500,11.4,10,,,,
36645,20100502:1600,11.6,10,,,,
36645,20100502:1700,11.9,10,,,,
36645,20100502:1800,12,10,,,,
36645,20100502:1900,12.1,10,,,,
36645,20100502:2000,12,10,,,,
36645,20100502:2100,11.8,10,,,,
36645,20100502:2200,11.6,10,,,,
36645,20100502:2300,11.4,10,,,,
36645,20100503:0000,11.2,10,,,,
36645,20100503:0100,11,10,,,,
36645,20100503:0200,10.8,10,,,,
36645,20100503:0300,10.7,10,,,,
36645,20100503:0400,10.6,10,,,,
36645,20100503:0500,10.4,10,,,,
36645,20100503:0600,10.3,10,,,,
36645,20100503:0700,10.2,10,,,,
36645,20100503:0800,10.1,10,,,,
36645,20100503:0900,10.1,10,,,,
36645,20100503:1000,10,10,,,,
36645,20100503:1100,10,10,,,,
36645,20100503:1200,10.1,10,,,,
36645,20100503:1300,10.2,10,,,,
36645,20100503:1400,10.3,10,,,,
36645,20100503:1500,10.5,10,,,,
36645,20100503:1600,10.7,10,,,,
36645,20100503:1700,11,10,,,,
36645,20100503:1800,11.2,10,,,,
36645,20100503:1900,11.3,10,,,,
36645,20100503:2000,11.3,10,,,,
36645,20100503:2100,11.2,10,,,,
36645,20100503:2200,11,10,,,,
36645,20100503:2300,10.8,10,,,,
36645,20100504:0000,10.5,10,,,,
36645,20100504:0100,10.3,10,,,,
36645,20100504:0200,10.1,10,,,,
36645,20100504:0300,9.9,10,,,,
36645,20100504:0400,9.6,10,,,,
36645,20100504:0500,9.4,10,,,,
36645,20100504:0600,9.2,10,,,,
36645,20100504:0700,9,10,,,,
36645,20100504:0800,8.8,10,,,,
36645,20100504:0900,8.6,10,,,,
36645,20100504:1000,8.5,10,,,,
36645,20100504:1100,8.4,10,,,,
36645,20100504:1200,8.4,10,,,,
36645,20100504:1300,8.6,10,,,,
36645,20100504:1400,8.8,10,,,,
36645,20100504:1500,9.2,10,,,,
36645,20100504:1600,9.6,10,,,,
36645,20100504:1700,10,10,,,,
36645,20100504:1800,10.2,10,,,,
36645,20100504:1900,10.3,10,,,,
36645,20100504:2000,10.4,10,,,,
36645,20100504:2100,10.4,10,,,,
36645,20100504:2200,10.3,10,,,,
36645,20100504:2300,10.3,10,,,,
36645,20100505:0000,10.2,10,,,,
36645,20100505:0100,10.2,10,,,,
36645,20100505:0200,10.1,10,,,,
36645,20100505:0300,10,10,,,,
36645,20100505:0400,9.9,10,,,,
36645,20100505:0500,9.7,10,,,,
36645,20100505:0600,9.5,10,,,,
36645,20100505:0700,9.2,10,,,,
36645,20100505:0800,9,10,,,,
36645,20100505:0900,8.8,10,,,,
36645,20100505:1000,8.6,10,,,,
36645,20100505:1100,8.4,10,,,,
36645,20100505:1200,8.4,10,,,,
36645,20100505:1300,8.5,10,,,,
36645,20100505:1400,8.8,10,,,,
36645,20100505:1500,9.1,10,,,,
36645,20100505:1600,9.5,10,,,,
36645,20100505:1700,9.8,10,,,,
36645,20100505:1800,10.1,10,,,,
36645,20100505:1900,10.2,10,,,,
36645,20100505:2000,10.2,10,,,,
36645,20100505:2100,10.2,10,,,,
36645,20100505:2200,10,10,,,,
36645,20100505:2300,9.8,10,,,,
36645,20100506:0000,9.6,10,,,,
36645,20100506:0100,9.4,10,,,,
36645,20100506:0200,9.2,10,,,,
36645,20100506:0300,9,10,,,,
36645,20100506:0400,9,10,,,,
36645,20100506:0500,8.9,10,,,,
36645,20100506:0600,8.8,10,,,,
36645,20100506:0700,8.7,10,,,,
36645,20100506:0800,8.6,10,,,,
36645,20100506:0900,8.6,10,,,,
36645,20100506:1000,8.6,10,,,,
36645,20100506:1100,8.6,10,,,,
36645,20100506:1200,8.7,10,,,,
36645,20100506:1300,8.9,10,,,,
36645,20100506:1400,9.2,10,,,,
36645,20100506:1500,9.6,10,,,,
36645,20100506:1600,9.9,10,,,,
36645,20100506:1700,10.2,10,,,,
36645,20100506:1800,10.5,10,,,,
36645,20100506:1900,10.6,10,,,,
36645,20100506:2000,10.6,10,,,,
36645,20100506:2100,10.5,10,,,,
36645,20100506:2200,10.4,10,,,,
36645,20100506:2300,10.3,10,,,,
36645,20100507:0000,10.2,10,,,,
36645,20100507:0100,10.1,10,,,,
36645,20100507:0200,10.1,10,,,,
36645,20100507:0300,10.1,10,,,,
36645,20100507:0400,10.1,10,,,,
36645,20100507:0500,10.1,10,,,,
36645,20100507:0600,10.1,10,,,,
36645,20100507:0700,10.2,10,,,,
36645,20100507:0800,10.2,10,,,,
36645,20100507:0900,10.3,10,,,,
36645,20100507:1000,10.3,10,,,,
36645,20100507:1100,10.3,10,,,,
36645,20100507:1200,10.4,10,,,,
36645,20100507:1300,10.6,10,,,,
36645,20100507:1400,10.8,10,,,,
36645,20100507:1500,11,10,,,,
36645,20100507:1600,11.3,10,,,,
36645,20100507:1700,11.5,10,,,,
36645,20100507:1800,11.6,10,,,,
36645,20100507:1900,11.7,10,,,,
36645,20100507:2000,11.7,10,,,,
36645,20100507:2100,11.7,10,,,,
36645,20100507:2200,11.7,10,,,,
36645,20100507:2300,11.7,10,,,,
36645,20100508:0000,11.6,10,,,,
36645,20100508:0100,11.6,10,,,,
36645,20100508:0200,11.5,10,,,,
36645,20100508:0300,11.4,10,,,,
36645,20100508:0400,11.3,10,,,,
36645,20100508:0500,11.2,10,,,,
36645,20100508:0600,11.2,10,,,,
36645,20100508:0700,11.1,10,,,,
36645,20100508:0800,11.1,10,,,,
36645,20100508:0900,11,10,,,,
36645,20100508:1000,11,10,,,,
36645,20100508:1100,11,10,,,,
36645,20100508:1200,11,10,,,,
36645,20100508:1300,11.1,10,,,,
36645,20100508:1400,11.2,10,,,,
36645,20100508:1500,11.4,10,,,,
36645,20100508:1600,11.6,10,,,,
36645,20100508:1700,11.7,10,,,,
36645,20100508:1800,11.8,10,,,,
36645,20100508:1900,11.8,10,,,,
36645,20100508:2000,11.7,10,,,,
36645,20100508:2100,11.7,10,,,,
36645,20100508:2200,11.6,10,,,,
36645,20100508:2300,11.5,10,,,,
36645,20100509:0000,11.4,10,,,,
36645,20100509:0100,11.2,10,,,,
36645,20100509:0200,11,10,,,,
36645,20100509:0300,10.8,10,,,,
36645,20100509:0400,10.5,10,,,,
36645,20100509:0500,10.3,10,,,,
36645,20100509:0600,10.1,10,,,,
36645,20100509:0700,9.9,10,,,,
36645,20100509:0800,9.7,10,,,,
36645,20100509:0900,9.6,10,,,,
36645,20100509:1000,9.4,10,,,,
36645,20100509:1100,9.3,10,,,,
36645,20100509:1200,9.3,10,,,,
36645,20100509:1300,9.4,10,,,,
36645,20100509:1400,9.7,10,,,,
36645,20100509:1500,10,10,,,,
36645,20100509:1600,10.4,10,,,,
36645,20100509:1700,10.7,10,,,,
36645,20100509:1800,11,10,,,,
36645,20100509:1900,11,10,,,,
36645,20100509:2000,11,10,,,,
36645,20100509:2100,10.8,10,,,,
36645,20100509:2200,10.6,10,,,,
36645,20100509:2300,10.3,10,,,,
36645,20100510:0000,10.1,10,,,,
36645,20100510:0100,9.8,10,,,,
36645,20100510:0200,9.6,10,,,,
36645,20100510:0300,9.5,10,,,,
36645,20100510:0400,9.4,10,,,,
36645,20100510:0500,9.2,10,,,,
36645,20100510:0600,9,10,,,,
36645,20100510:0700,8.9,10,,,,
36645,20100510:0800,8.7,10,,,,
36645,20100510:0900,8.6,10,,,,
36645,20100510:1000,8.4,10,,,,
36645,20100510:1100,8.4,10,,,,
36645,20100510:1200,8.5,10,,,,
36645,20100510:1300,8.7,10,,,,
36645,20100510:1400,9,10,,,,
36645,20100510:1500,9.4,10,,,,
36645,20100510:1600,9.8,10,,,,
36645,20100510:1700,10.2,10,,,,
36645,20100510:1800,10.4,10,,,,
36645,20100510:1900,10.5,10,,,,
36645,20100510:2000,10.4,10,,,,
36645,20100510:2100,10.3,10,,,,
36645,20100510:2200,10.2,10,,,,
36645,20100510:2300,10,10,,,,
36645,20100511:0000,9.8,10,,,,
36645,20100511:0100,9.6,10,,,,
36645,20100511:0200,9.4,10,,,,
36645,20100511:0300,9.2,10,,,,
36645,20100511:0400,9,10,,,,
36645,20100511:0500,8.8,10,,,,
36645,20100511:0600,8.6,10,,,,
36645,20100511:0700,8.4,10,,,,
36645,20100511:0800,8.3,10,,,,
36645,20100511:0900,8.1,10,,,,
36645,20100511:1000,8,10,,,,
36645,20100511:1100,7.8,10,,,,
36645,20100511:1200,7.8,10,,,,
36645,20100511:1300,8,10,,,,
36645,20100511:1400,8.2,10,,,,
36645,20100511:1500,8.6,10,,,,
36645,20100511:1600,9,10,,,,
36645,20100511:1700,9.4,10,,,,
36645,20100511:1800,9.6,10,,,,
36645,20100511:1900,9.8,10,,,,
36645,20100511:2000,9.8,10,,,,
36645,20100511:2100,9.7,10,,,,
36645,20100511:2200,9.5,10,,,,
36645,20100511:2300,9.3,10,,,,
36645,20100512:0000,9.1,10,,,,
36645,20100512:0100,9,10,,,,
36645,20100512:0200,9,10,,,,
36645,20100512:0300,8.8,10,,,,
36645,20100512:0400,8.7,10,,,,
36645,20100512:0500,8.5,10,,,,
36645,20100512:0600,8.4,10,,,,
36645,20100512:0700,8.2,10,,,,
36645,20100512:0800,8,10,,,,
36645,20100512:0900,7.9,10,,,,
36645,20100512:1000,7.8,10,,,,
36645,20100512:1100,7.8,10,,,,
36645,20100512:1200,8,10,,,,
36645,20100512:1300,8.2,10,,,,
36645,20100512:1400,8.5,10,,,,
36645,20100512:1500,8.8,10,,,,
36645,20100512:1600,9.1,10,,,,
36645,20100512:1700,9.4,10,,,,
36645,20100512:1800,9.6,10,,,,
36645,20100512:1900,9.7,10,,,,
36645,20100512:2000,9.8,10,,,,
36645,20100512:2100,9.8,10,,,,
36645,20100512:2200,9.8,10,,,,
36645,20100512:2300,9.8,10,,,,
36645,20100513:0000,9.8,10,,,,
36645,20100513:0100,9.8,10,,,,
36645,20100513:0200,9.8,10,,,,
36645,20100513:0300,9.8,10,,,,
36645,20100513:0400,9.7,10,,,,
36645,20100513:0500,9.7,10,,,,
36645,20100513:0600,9.7,10,,,,
36645,20100513:0700,9.7,10,,,,
36645,20100513:0800,9.6,10,,,,
36645,20100513:0900,9.6,10,,,,
36645,20100513:1000,9.6,10,,,,
36645,20100513:1100,9.7,10,,,,
36645,20100513:1200,9.8,10,,,,
36645,20100513:1300,10.1,10,,,,
36645,20100513:1400,10.4,10,,,,
36645,20100513:1500,10.7,10,,,,
36645,20100513:1600,11,10,,,,
36645,20100513:1700,11.3,10,,,,
36645,20100513:1800,11.4,10,,,,
36645,20100513:1900,11.5,10,,,,
36645,20100513:2000,11.4,10,,,,
36645,20100513:2100,11.3,10,,,,
36645,20100513:2200,11.2,10,,,,
36645,20100513:2300,11,10,,,,
36645,20100514:0000,10.9,10,,,,
36645,20100514:0100,10.8,10,,,,
36645,20100514:0200,10.8,10,,,,
36645,20100514:0300,10.7,10,,,,
36645,20100514:0400,10.6,10,,,,
36645,20100514:0500,10.5,10,,,,
36645,20100514:0600,10.4,10,,,,
36645,20100514:0700,10.3,10,,,,
36645,20100514:0800,10.2,10,,,,
36645,20100514:0900,10.1,10,,,,
36645,20100514:1000,10,10,,,,
36645,20100514:1100,10,10,,,,
36645,20100514:1200,10,10,,,,
36645,20100514:1300,10,10,,,,
36645,20100514:1400,10.3,10,,,,
36645,20100514:1500,10.6,10,,,,
36645,20100514:1600,10.8,10,,,,
